Login,"{""UserName"":""admin"",""PassWord"":"""",""VerificationCode"":""axqa"",""UUID"":""a98f4042-5dcf-47d5-b396-fe3ef6b202df""}",登录成功,,3,2021-01-16 23:44:54,2021-01-16 23:44:54,29,127.0.0.1,127.0.0.1:9991,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36",http://127.0.0.1:9991/api/user/login,0,,0
System,,,,3,2021-01-16 23:44:54,2021-01-16 23:44:54,30,127.0.0.1,127.0.0.1:9991,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36",http://127.0.0.1:9991/api/user/login,0,,0
System,,,,3,2021-01-16 23:44:54,2021-01-16 23:44:54,7,127.0.0.1,127.0.0.1:9991,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36",http://127.0.0.1:9991/api/menu/getTreeMenu,1,超级管理员,1
